Iteration,q_l_0,q_l_1,q_l_2,q_l_3,q_l_4,q_l_5,q_l_6,translation_goal_l_0,translation_goal_l_1,translation_goal_l_2,translation_l_0,translation_l_1,translation_l_2,ecart_q_l_0,ecart_q_l_1,ecart_q_l_2,ecart_q_l_3,ecart_q_l_4,ecart_q_l_5,ecart_q_l_6,Ecart_pos_l,Ecart_rot_l
10,0.022596178576350216,0.7524365186691284,0.30682656168937683,-1.1218113899230957,-0.07437504827976227,-0.3220451176166535,0.5334044694900513,0.4,0.402,-0.3,0.4000000435826557,0.4019997696364998,-0.2999998914370194,0.0063636247068643535,0.012470960617065319,0.011968433856964111,0.028515815734863503,0.018769223242998123,0.020487785339355524,0.001428365707397461,2.5836545989169604e-07,6.940292308854623e-05
11,0.02895980328321457,0.7399655580520631,0.2948581278324127,-1.1503272056579592,-0.055605825036764145,-0.301557332277298,0.5319761037826538,0.4,0.3922,-0.3,0.40000004145495904,0.3921997677810619,-0.29999987859992056,0.005111243575811386,0.01203453540802013,0.013254165649414062,0.026830554008483665,0.01883053407073021,0.019887179136276245,0.0021778345108032227,2.652963024928326e-07,7.042468251938772e-05
12,0.034071046859025955,0.727931022644043,0.28160396218299866,-1.1771577596664429,-0.036775290966033936,-0.28167015314102173,0.5297982692718506,0.4,0.3824,-0.3,0.40000003559246616,0.38239976919509044,-0.2999998817793755,0.003936853259801865,0.011627256870269775,0.014451026916503906,0.025221943855285645,0.01892034336924553,0.019309699535369873,0.0028847455978393555,2.617514966322111e-07,7.15949147434003e-05
13,0.03800790011882782,0.7163037657737732,0.26715293526649475,-1.2023797035217285,-0.017854947596788406,-0.26236045360565186,0.5269135236740112,0.4,0.3726,-0.3,0.4000000284576591,0.37259978791499476,-0.2999998900108997,0.0028267167508602142,0.0112496018409729,0.015569955110549927,0.023677349090576172,0.019033821299672127,0.018749624490737887,0.003552734851837158,2.4059819196963676e-07,6.931884922778409e-05
14,0.040834616869688034,0.7050541639328003,0.2515829801559448,-1.2260570526123047,0.0011788737028837204,-0.24361082911491397,0.5233607888221741,0.4,0.3628,-0.3,0.4000000275739396,0.362799794030123,-0.2999998825566776,0.0017699189484119415,0.010902225971221924,0.01661953330039978,0.02218639850616455,0.019166691228747368,0.0182021111249924,0.004184365272521973,2.3869823280957835e-07,6.750753180995162e-05
15,0.042604535818099976,0.6941519379615784,0.23496344685554504,-1.2482434511184692,0.020345564931631088,-0.22540871798992157,0.5191764235496521,0.4,0.353,-0.3,0.40000003136208867,0.3529997954854121,-0.2999998483872044,0.0007578320801258087,0.010585963726043701,0.017606139183044434,0.020740389823913796,0.019315090030431747,0.017663240432739258,0.004781246185302734,2.5650777190338883e-07,6.952884319844088e-05
16,0.043362367898225784,0.6835659742355347,0.2173573076725006,-1.268983840942383,0.039660654962062836,-0.2077454775571823,0.5143951773643494,0.4,0.3432,-0.3,0.40000002450299343,0.343199779066851,-0.29999985385430755,0.0002163387835025718,0.010301828384399414,0.018534719944000216,0.01933193206787087,0.019475460052490234,0.01712965965270996,0.005344688892364502,2.660270971725024e-07,7.240483773784945e-05
17,0.04314602911472321,0.6732641458511353,0.1988225877285004,-1.288315773010254,0.05913611501455307,-0.19061581790447235,0.5090504884719849,0.4,0.33340000000000003,-0.3,0.40000002187682243,0.33339979474589854,-0.299999857515634,0.001157846301794059,0.010050594806671143,0.019408777356147794,0.01795506477355957,0.019644491374492645,0.0165986567735672,0.005875289440155029,2.50817934137497e-07,6.933987725687984e-05
18,0.04198818281292915,0.6632135510444641,0.1794138103723526,-1.3062708377838135,0.07878060638904572,-0.17401716113090515,0.5031751990318298,0.4,0.3236,-0.3,0.40000001819231623,0.3235997896944169,-0.29999985038141425,0.0020706355571746826,0.009833574295043945,0.02023082971572876,0.01660478115081787,0.019819021224975586,0.016067981719970703,0.006373018026351929,2.5873755015086753e-07,7.089920597991295e-05
19,0.03991754725575447,0.6533799767494202,0.15918298065662384,-1.3228756189346313,0.0985996276140213,-0.15794917941093445,0.4968021810054779,0.4,0.31379999999999997,-0.3,0.4000000177142755,0.31379979037642586,-0.2999998338750615,0.002957589924335473,0.009651660919189453,0.02100248634815216,0.015276551246643066,0.0199960693717003,0.015535786747932406,0.006837815046310369,2.680547212066923e-07,7.220320867418195e-05
20,0.036959957331419,0.6437283158302307,0.13818049430847168,-1.3381521701812744,0.1185956969857216,-0.14241339266300204,0.48996436595916754,0.4,0.304,-0.3,0.40000001467146185,0.30399980069382804,-0.29999983898890425,0.0038206316530704568,0.009505987167358398,0.02172461897134781,0.013966679573059082,0.02017273753881453,0.015000656247139005,0.007269144058227595,2.566374386579456e-07,7.040397844093604e-05
21,0.03313932567834854,0.6342223286628723,0.11645587533712387,-1.3521188497543335,0.13876843452453613,-0.12741273641586304,0.48269522190093994,0.4,0.2942,-0.3,0.4000000140475457,0.29419980935719753,-0.299999832429148,0.00466090627014637,0.009397506713867188,0.02239750325679779,0.012672185897827148,0.02034628391265869,0.014461494982242584,0.007666200399398804,2.5420857993231474e-07,6.952884319844088e-05
22,0.02847841940820217,0.6248248219490051,0.09405837208032608,-1.3647910356521606,0.15911471843719482,-0.11295124143362045,0.47502902150154114,0.4,0.2844,-0.3,0.400000008014067,0.2843997931706913,-0.2999998306822171,0.005478857085108757,0.009327173233032227,0.023020945489406586,0.011390328407287598,0.02051396667957306,0.013917572796344757,0.008028090000152532,2.6741559379798534e-07,7.228392780689319e-05
23,0.022999562323093414,0.6154976487159729,0.0710374265909195,-1.3761813640594482,0.17962868511676788,-0.0990336686372757,0.4670009315013886,0.4,0.27459999999999996,-0.3,0.40000001100792254,0.2745997994198431,-0.29999979758170003,0.006274370476603508,0.009295463562011719,0.023594394326210022,0.010118842124938965,0.020673245191574097,0.013368412852287279,0.008353769779205378,2.851784386062526e-07,7.391924697230934e-05
24,0.016725191846489906,0.6062021851539612,0.04744303226470947,-1.3863002061843872,0.20030193030834198,-0.08566525578498842,0.4586471617221832,0.4,0.26480000000000004,-0.3,0.4000000070268075,0.26479979785524504,-0.29999979888116335,0.007046843878924847,0.009303271770477295,0.024117015302181244,0.008855700492858887,0.020821645855903625,0.012813866138458266,0.008642077445983887,2.8523790849898707e-07,7.389952202174754e-05
25,0.00967834796756506,0.5968989133834839,0.02332601696252823,-1.395155906677246,0.2211235761642456,-0.07285138964653015,0.45000508427619934,0.4,0.255,-0.3,0.400000002194043,0.2549998094314155,-0.29999982668261305,0.007795293116942048,0.009350717067718395,0.024587771855294704,0.007599353790283425,0.02095678448677063,0.012253999710083008,0.008891791105270386,2.576045726469244e-07,7.139099824371442e-05
26,0.0018830548506230116,0.5875481963157655,-0.0012617548927664757,-1.4027552604675295,0.24208036065101624,-0.060597389936447144,0.44111329317092896,0.4,0.24519999999999997,-0.3,0.40000000102620425,0.24519981132977314,-0.2999998144576988,0.00851844041608274,0.009437978267669789,0.025005533359944824,0.006348609924316184,0.021076470613479614,0.011689137667417526,0.009101778268814031,2.6461944962198027e-07,7.15541779072737e-05
27,-0.006635385565459728,0.5781102180480957,-0.0262672882527113,-1.4091038703918457,0.26315683126449585,-0.04890825226902962,0.4320115149021149,0.4,0.2354,-0.3,0.3999999977020804,0.23539979407196573,-0.2999997908578072,0.009214802645146847,0.009564995765686035,0.025369146838784214,0.005102038383483887,0.021178573369979914,0.011119823902845376,0.009270817041397095,2.9351676704034044e-07,7.582740545331035e-05
28,-0.015850188210606575,0.5685452222824097,-0.051636435091495514,-1.4142059087753296,0.28433540463447576,-0.03778842836618424,0.42274069786071783,0.4,0.22559999999999997,-0.3,0.3999999986103231,0.22559980584921088,-0.2999997772645749,0.00988277792930603,0.0097312331199646,0.025677494704723372,0.0038585662841796875,0.02126124501228327,0.010546790435910232,0.009397864341735895,2.954784758664055e-07,7.513208089449108e-05
29,-0.025732966139912605,0.5588139891624451,-0.07731392979621889,-1.4180644750595093,0.30559664964675903,-0.02724163793027401,0.41334283351898193,0.4,0.21580000000000005,-0.3,0.3999999963865303,0.2157998034646892,-0.2999997624287578,0.010520728304982185,0.009936213493347168,0.025929600000381456,0.002617478370666504,0.02132272720336914,0.009970925748348236,0.00948190689086914,3.083492835866598e-07,7.632564495452243e-05
30,-0.03625369444489479,0.5488777756690979,-0.10324352979660034,-1.4206819534301758,0.3269193768501282,-0.017270712181925774,0.4038609266281128,0.4,0.20600000000000002,-0.3,0.39999999120537233,0.20599979831113252,-0.2999997725302362,0.011127065867185593,0.010178923606872559,0.026124626398086548,0.0013778209686279297,0.021361500024795532,0.009393266402184963,0.009522080421447754,3.04135230107532e-07,7.666868327760312e-05
31,-0.04738076031208038,0.5386988520622253,-0.1293681561946869,-1.4220597743988037,0.3482808768749237,-0.00787744577974081,0.39433884620666504,0.4,0.19619999999999999,-0.3,0.3999999913941092,0.19619981356246205,-0.29999977628765484,0.011700324714183807,0.010458052158355713,0.026262015104293823,0.00013899803161621094,0.02137628197669983,0.00881495454814285,0.009517699480056763,2.9134211896067657e-07,7.48014864484503e-05
32,-0.05908108502626419,0.5282407999038696,-0.1556301712989807,-1.42219877243042,0.36965715885162354,0.00093750876840204,0.3848211467266083,0.4,0.1864,-0.3,0.3999999867299481,0.1863997999927535,-0.29999977305697456,0.012239232659339905,0.010772407054901123,0.026341468095779447,0.001099705696105957,0.021366000175476074,0.008237215341068804,0.009468227624893133,3.027905707370543e-07,7.661161691885354e-05
33,-0.0713203176856041,0.5174683928489685,-0.18197163939476016,-1.421099066734314,0.3910231590270996,0.009174724109470844,0.37535291910171514,0.4,0.17659999999999998,-0.3,0.3999999841780187,0.17659979537206572,-0.29999974561343484,0.012742765247821808,0.011120080947875977,0.0263630002737045,0.002339005470275879,0.0213298499584198,0.007661317475140095,0.009373247623443659,3.2685692757121755e-07,8.02365552772244e-05
34,-0.0840630829334259,0.5063483119010925,-0.20833463966846466,-1.418760061264038,0.4123530089855194,0.01683604158461094,0.3659796714782715,0.4,0.1668,-0.3,0.39999998375464213,0.16679981101741023,-0.2999997678831234,0.0132102370262146,0.01149937510490412,0.026327013969421387,0.003579854965209961,0.021267235279083252,0.007088545709848404,0.009232699871063177,2.99760863516699e-07,7.64782963642574e-05
35,-0.0972733199596405,0.4948489367961884,-0.23466165363788605,-1.4151802062988281,0.43362024426460266,0.023924587294459343,0.3567469716072083,0.4,0.15700000000000003,-0.3,0.39999997799648873,0.15699980303279853,-0.2999997718857121,0.01364128291606903,0.011908292770385798,0.026234254240989685,0.004822611808776633,0.021177858114242554,0.006520172581076622,0.009046494960784968,3.0218597141327895e-07,7.761361274560841e-05
36,-0.11091460287570953,0.4829406440258026,-0.26089590787887573,-1.4103575944900515,0.4547981023788452,0.030444759875535965,0.34770047664642334,0.4,0.1472,-0.3,0.3999999792703124,0.14719980326044715,-0.29999974005729135,0.014035962522029877,0.012344658374786321,0.02608576416969305,0.006068348884582742,0.02106165885925293,0.005957417190074921,0.008814901113510132,3.2665943025627854e-07,8.012746405938742e-05
37,-0.12495056539773941,0.4705959856510163,-0.2869816720485688,-1.4042892456054688,0.47585976123809814,0.036402177065610886,0.3388855755329132,0.4,0.13740000000000002,-0.3,0.3999999780338529,0.1373998125610655,-0.2999997505323242,0.014394707977771759,0.012806355953216608,0.025883138179778997,0.007318258285522239,0.02091878652572632,0.00540141761302948,0.008538275957107544,3.128098257040897e-07,7.7331346290066e-05
38,-0.13934527337551117,0.4577896296977997,-0.3128648102283478,-1.3969709873199465,0.49677854776382446,0.041803594678640366,0.33034729957580566,0.4,0.1276,-0.3,0.3999999712808717,0.12759980342033694,-0.299999758254635,0.014718413352966309,0.013291269540786688,0.025628119707107544,0.008573174476623757,0.020749688148498535,0.004853211343288422,0.008217036724090576,3.12904416323842e-07,7.928611154284226e-05
39,-0.15406368672847748,0.444498360157013,-0.3384929299354553,-1.3883978128433228,0.517528235912323,0.04665680602192879,0.3221302628517151,0.4,0.11780000000000002,-0.3,0.39999997037489116,0.1177997980755243,-0.2999997378373838,0.015008404850959778,0.013797163963317871,0.02532285451889038,0.009834527969360352,0.02055501937866211,0.004313688725233078,0.007851988077163696,3.3223542599147265e-07,8.096007360336444e-05
40,-0.16907209157943726,0.4307011961936951,-0.3638157844543457,-1.3785632848739624,0.5380832552909851,0.050970494747161865,0.3142782747745514,0.4,0.10799999999999998,-0.3,0.3999999678319831,0.10799979901563629,-0.2999997172939961,0.015266358852386475,0.01432213187217718,0.024969726800918635,0.011103987693786621,0.020335614681243896,0.0037835799157619476,0.0074436962604522705,3.4835639852605954e-07,8.275881225472403e-05
41,-0.18433845043182373,0.41637906432151794,-0.38878551125526434,-1.3674592971801758,0.558418869972229,0.05475407466292381,0.3068345785140991,0.4,0.09820000000000001,-0.3,0.3999999669289065,0.09819980396290508,-0.29999972744735764,0.015494465827941922,0.014864265918731634,0.024571448564529363,0.012383460998535156,0.020092487335205078,0.0032634325325489044,0.006992995738983099,3.3735616589227595e-07,8.178420711146828e-05
42,-0.19983291625976565,0.4015147984027863,-0.4133569598197937,-1.3550758361816406,0.5785113573074341,0.05801750719547272,0.299841582775116,0.4,0.08840000000000003,-0.3,0.39999996266012366,0.08839979213836863,-0.2999997156291032,0.015695214271545382,0.015421897172927856,0.024130791425704956,0.01367485523223877,0.019826769828796387,0.0027535781264305115,0.006500750780105646,3.542139623309002e-07,8.375689174044965e-05
43,-0.21552813053131104,0.38609290122985845,-0.43748775124549866,-1.3414009809494019,0.5983381271362305,0.06077108532190323,0.2933408319950104,0.4,0.0786,-0.3,0.39999996229538215,0.07859980108303262,-0.29999972090460647,0.015871495008468628,0.015993654727935847,0.02365061640739441,0.01498103141784668,0.019539952278137207,0.0022541210055351257,0.005967557430267334,3.447953549647017e-07,8.178420711146828e-05
44,-0.23139962553977966,0.3700992465019226,-0.46113836765289307,-1.3264199495315552,0.6178780794143677,0.06302520632743835,0.28737327456474304,0.4,0.06880000000000003,-0.3,0.39999995780358016,0.06879979774890485,-0.2999997354627891,0.016026556491851807,0.016578465700149536,0.02313399314880371,0.016304850578308105,0.019233286380767822,0.0017649009823799133,0.005394160747528076,3.3565753277351776e-07,8.164147709521785e-05
45,-0.24742618203163147,0.35352078080177307,-0.4842723608016968,-1.310115098953247,0.6371113657951355,0.06479010730981827,0.28197911381721497,0.4,0.059,-0.3,0.39999996183447084,0.05899980234509953,-0.29999970593642944,0.01616397500038147,0.01717555522918701,0.02258378267288208,0.01764976978302002,0.018908441066741943,0.0012855082750320435,0.004781067371368408,3.5636701702160245e-07,8.389602288616516e-05
46,-0.26359015703201294,0.33634522557258606,-0.5068561434745789,-1.292465329170227,0.6560198068618774,0.06607561558485031,0.27719804644584656,0.4,0.049199999999999966,-0.3,0.39999996058529386,0.04919979920286732,-0.29999971157149,0.016287624835968018,0.017784684896469116,0.022002995014190674,0.01902031898498535,0.01856696605682373,0.0008152127265930176,0.004128515720367432,3.5364390691822693e-07,8.344299851614778e-05
47,-0.27987778186798096,0.31856054067611694,-0.5288591384887695,-1.2734450101852417,0.6745867729187012,0.06689082831144333,0.2730695307254791,0.4,0.039400000000000046,-0.3,0.39999995106682706,0.0393998051973757,-0.2999997327940165,0.016401678323745728,0.018406003713607788,0.021394193172454834,0.02042114734649636,0.01821058988571167,0.0003529861569404602,0.003436446189880371,3.3427766226385843e-07,8.160575561078076e-05
48,-0.2962794601917267,0.30015453696250916,-0.5502533316612244,-1.2530238628387453,0.6927973628044128,0.06724381446838379,0.26963308453559875,0.4,0.029600000000000015,-0.3,0.39999995429216245,0.02959979482951558,-0.29999970230716383,0.016510814428329468,0.019040197134017944,0.020759999752044678,0.0218580961227417,0.017840862274169922,0.00010258704423904419,0.0027045607566833496,3.6442442124479435e-07,8.438117538389633e-05
49,-0.31279027462005615,0.2811143398284912,-0.571013331413269,-1.2311657667160036,0.7106382250785828,0.06714122742414474,0.2669285237789154,0.4,0.01980000000000004,-0.3,0.3999999483303618,0.01979978171947473,-0.29999968770188934,0.016619771718978882,0.01968860626220703,0.02010256052017212,0.023338317871093972,0.01745957136154186,0.0005532726645469666,0.0019318163394927979,3.845078011701145e-07,8.78682002394271e-05
