Iteration,q_r_0,q_r_1,q_r_2,q_r_3,q_r_4,q_r_5,q_r_6,translation_goal_r_0,translation_goal_r_1,translation_goal_r_2,translation_r_0,translation_r_1,translation_r_2,ecart_q_r_0,ecart_q_r_1,ecart_q_r_2,ecart_q_r_3,ecart_q_r_4,ecart_q_r_5,ecart_q_r_6,Ecart_pos_r,Ecart_rot_r
34,-0.0840630829334259,-0.5063483119010925,0.20833463966846466,-1.418760061264038,-0.4123530089855194,0.01683604158461094,-0.3659796714782715,0.4,-0.1668,-0.3,0.4000000089651411,-0.16680003066979818,-0.29999979805746185,0.0132102370262146,0.01149937510490412,0.026327013969421387,0.003579854965209961,0.021267235279083252,0.007088545709848404,0.009232699871063177,2.044548825127943e-07,5.3454685485121445e-05
35,-0.0972733199596405,-0.4948489367961884,0.23466165363788605,-1.4151802062988281,-0.43362024426460266,0.023924587294459343,-0.3567469716072083,0.4,-0.15700000000000003,-0.3,0.4000000056746622,-0.15700002760908077,-0.29999981140607834,0.01364128291606903,0.011908292770385798,0.026234254240989685,0.004822611808776633,0.021177858114242554,0.006520172581076622,0.009046494960784968,1.9068856917054105e-07,5.1848739360593754e-05
36,-0.11091460287570953,-0.4829406440258026,0.26089590787887573,-1.4103575944900515,-0.4547981023788452,0.030444759875535965,-0.34770047664642334,0.4,-0.1472,-0.3,0.40000000967610094,-0.14720003289315037,-0.2999997887592008,0.014035962522029877,0.012344658374786321,0.02608576416969305,0.006068348884582742,0.02106165885925293,0.005957417190074921,0.008814901113510132,2.1400528383916572e-07,5.43740545140281e-05
37,-0.12495056539773941,-0.4705959856510163,0.2869816720485688,-1.4042892456054688,-0.47585976123809814,0.036402177065610886,-0.3388855755329132,0.4,-0.13740000000000002,-0.3,0.40000001142155833,-0.137400047364964,-0.29999980823208067,0.014394707977771759,0.012806355953216608,0.025883138179778997,0.007318258285522239,0.02091878652572632,0.00540141761302948,0.008538275957107544,1.9786062440014277e-07,5.43740545140281e-05
38,-0.13934527337551117,-0.4577896296977997,0.3128648102283478,-1.3969709873199465,-0.49677854776382446,0.041803594678640366,-0.33034729957580566,0.4,-0.1276,-0.3,0.40000000789738743,-0.12760004349403734,-0.2999998247501986,0.014718413352966309,0.013291269540786688,0.025628119707107544,0.008573174476623757,0.020749688148498535,0.004853211343288422,0.008217036724090576,1.8073901875537437e-07,5.151022378413472e-05
39,-0.15406368672847748,-0.444498360157013,0.3384929299354553,-1.3883978128433228,-0.517528235912323,0.04665680602192879,-0.3221302628517151,0.4,-0.11780000000000002,-0.3,0.40000001045816225,-0.11780004350345132,-0.2999998129092785,0.015008404850959778,0.013797163963317871,0.02532285451889038,0.009834527969360352,0.02055501937866211,0.004313688725233078,0.007851988077163696,1.923664770497776e-07,5.2240901766253955e-05
40,-0.16907209157943726,-0.4307011961936951,0.3638157844543457,-1.3785632848739624,-0.5380832552909851,0.050970494747161865,-0.3142782747745514,0.4,-0.10799999999999998,-0.3,0.4000000116096788,-0.10800004987017928,-0.29999980070643323,0.015266358852386475,0.01432213187217718,0.024969726800918635,0.011103987693786621,0.020335614681243896,0.0037835799157619476,0.0074436962604522705,2.0576623915489108e-07,5.372672126213729e-05
41,-0.18433845043182373,-0.41637906432151794,0.38878551125526434,-1.3674592971801758,-0.558418869972229,0.05475407466292381,-0.3068345785140991,0.4,-0.09820000000000001,-0.3,0.40000001461734197,-0.09820006030670805,-0.29999981894944944,0.015494465827941922,0.014864265918731634,0.024571448564529363,0.012383460998535156,0.020092487335205078,0.0032634325325489044,0.006992995738983099,1.913893089381318e-07,5.3618072570316144e-05
42,-0.19983291625976565,-0.4015147984027863,0.4133569598197937,-1.3550758361816406,-0.5785113573074341,0.05801750719547272,-0.299841582775116,0.4,-0.08840000000000003,-0.3,0.4000000144633861,-0.0884000540265776,-0.299999814956171,0.015695214271545382,0.015421897172927856,0.024130791425704956,0.01367485523223877,0.019826769828796387,0.0027535781264305115,0.006500750780105646,1.9331135317404435e-07,5.265783499908139e-05
43,-0.21552813053131104,-0.38609290122985845,0.43748775124549866,-1.3414009809494019,-0.5983381271362305,0.06077108532190323,-0.2933408319950104,0.4,-0.0786,-0.3,0.4000000184046736,-0.07860006856586076,-0.2999998277794027,0.015871495008468628,0.015993654727935847,0.02365061640739441,0.01498103141784668,0.019539952278137207,0.0022541210055351257,0.005967557430267334,1.8627920817506287e-07,5.394336210429174e-05
44,-0.23139962553977966,-0.3700992465019226,0.46113836765289307,-1.3264199495315552,-0.6178780794143677,0.06302520632743835,-0.28737327456474304,0.4,-0.06880000000000003,-0.3,0.4000000183968676,-0.06880007087407482,-0.29999984959687087,0.016026556491851807,0.016578465700149536,0.02313399314880371,0.016304850578308105,0.019233286380767822,0.0017649009823799133,0.005394160747528076,1.672802452850261e-07,5.2212987839084235e-05
45,-0.24742618203163147,-0.35352078080177307,0.4842723608016968,-1.310115098953247,-0.6371113657951355,0.06479010730981827,-0.28197911381721497,0.4,-0.059,-0.3,0.4000000270762575,-0.05900008116033201,-0.2999998270313462,0.01616397500038147,0.01717555522918701,0.02258378267288208,0.01764976978302002,0.018908441066741943,0.0012855082750320435,0.004781067371368408,1.9297222184429213e-07,5.4427651434707514e-05
46,-0.26359015703201294,-0.33634522557258606,0.5068561434745789,-1.292465329170227,-0.6560198068618774,0.06607561558485031,-0.27719804644584656,0.4,-0.049199999999999966,-0.3,0.400000030626692,-0.049200083758575645,-0.2999998393199345,0.016287624835968018,0.017784684896469116,0.022002995014190674,0.01902031898498535,0.01856696605682373,0.0008152127265930176,0.004128515720367432,1.837704456690088e-07,5.3427405703132536e-05
47,-0.27987778186798096,-0.31856054067611694,0.5288591384887695,-1.2734450101852417,-0.6745867729187012,0.06689082831144333,-0.2730695307254791,0.4,-0.039400000000000046,-0.3,0.40000002604569446,-0.03940009554908859,-0.29999986688082936,0.016401678323745728,0.018406003713607788,0.021394193172454834,0.02042114734649636,0.01821058988571167,0.0003529861569404602,0.003436446189880371,1.6591781130933322e-07,5.3454685485121445e-05
48,-0.2962794601917267,-0.30015453696250916,0.5502533316612244,-1.2530238628387453,-0.6927973628044128,0.06724381446838379,-0.26963308453559875,0.4,-0.029600000000000015,-0.3,0.40000003433351944,-0.029600091040443963,-0.29999984241021593,0.016510814428329468,0.019040197134017944,0.020759999752044678,0.0218580961227417,0.017840862274169922,0.00010258704423904419,0.0027045607566833496,1.85207162465026e-07,5.485454153131286e-05
49,-0.31279027462005615,-0.2811143398284912,0.571013331413269,-1.2311657667160036,-0.7106382250785828,0.06714122742414474,-0.2669285237789154,0.4,-0.01980000000000004,-0.3,0.4000000335468379,-0.01980008386317949,-0.29999983349266246,0.016619771718978882,0.01968860626220703,0.02010256052017212,0.023338317871093972,0.01745957136154186,0.0005532726645469666,0.0019318163394927979,1.8942839451619672e-07,5.372672126213729e-05
