Iteration,q_l_0,q_l_1,q_l_2,q_l_3,q_l_4,q_l_5,q_l_6,translation_goal_l_0,translation_goal_l_1,translation_goal_l_2,translation_l_0,translation_l_1,translation_l_2,ecart_q_l_0,ecart_q_l_1,ecart_q_l_2,ecart_q_l_3,ecart_q_l_4,ecart_q_l_5,ecart_q_l_6,Ecart_pos_l,Ecart_rot_l,velocity_l_0,velocity_l_1,velocity_l_2,velocity_l_3,velocity_l_4,velocity_l_5,velocity_l_6
20,-0.2927471697330475,0.7999658584594727,0.5355134010314941,-0.6341633796691896,-0.17401914298534393,-0.3900010883808136,0.12365563958883287,0.4,0.5,-0.30000000000000004,0.4037415830489327,0.5336655299046472,-0.3074986816762377,0.018649809235559478,0.001723610003541598,0.008522417639672764,0.01995384748051665,0.03283375089024898,0.0020428773485015594,0.013574231779703808,0.0346929038040101,19.488807634751797,1.8649809235559465,0.17236100035416202,-0.852241763967277,-1.9953847480516598,-3.2833750890248967,-0.20428773485015517,1.3574231779703814
21,-0.2927471697330475,0.7999658584594727,0.5355134010314941,-0.6341633796691896,-0.17401914298534393,-0.3900010883808136,0.12365563958883287,0.4,0.5,-0.29600000000000004,0.40477917872484204,0.5344998666308953,-0.3038329276893764,0.017100729080721078,0.004523314857932226,0.007899767363707011,0.025995589076932224,0.03264855548319129,0.0017502039659870738,0.01356694788217351,0.03569924513236304,19.553157731796727,1.710072908072107,0.4523314857932281,-0.7899767363706997,-2.5995589076932264,-3.264855548319128,-0.17502039659870855,1.356694788217351
22,-0.27409735321998596,0.8016894459724426,0.5269910097122192,-0.654117226600647,-0.20685289800167084,-0.3920439779758454,0.13722987473011017,0.4,0.5,-0.29200000000000004,0.40574586175478117,0.5309534176388405,-0.29981862419449185,0.01271713862221413,0.007286395882779018,0.005232315516667807,0.028737135424325766,0.02781741885540534,0.0015281407376320222,0.01251589121513455,0.032438555379736514,17.431812302618855,1.2717138622214117,0.7286395882778995,-0.5232315516667809,-2.8737135424325726,-2.7817418855405327,-0.15281407376320413,1.251589121513456
23,-0.275646448135376,0.8044891953468323,0.527613639831543,-0.6601589918136598,-0.2066676914691925,-0.3917512893676758,0.13722258806228638,0.4,0.5,-0.28800000000000003,0.40677703310090907,0.531618456195402,-0.29565286135214375,0.013855109719324799,0.007197198801281335,0.004671992610616904,0.03133844200921898,0.027687537160399123,0.0008114550289106681,0.012736028842496722,0.0332298245061046,17.518678922888782,1.3855109719324812,0.7197198801281331,-0.4671992610616857,-3.1338442009218923,-2.768753716039913,-0.08114550289106588,1.273602884249671
24,-0.26138022541999817,0.8089758157730103,0.5217586755752563,-0.6828543543815614,-0.23467031121253967,-0.39357212185859686,0.14974576234817505,0.4,0.5,-0.28400000000000003,0.4075959211224983,0.5285249593126086,-0.2912596793735638,0.0124792615448312,0.007059845062190928,0.002514580312231951,0.03094580971601102,0.023596344200385255,4.1302538547893786e-05,0.011934122104592298,0.030398589870126162,15.745844833659065,1.247926154483121,0.7059845062190965,-0.25145803122319915,-3.0945809716010975,-2.359634420038523,-0.0041302538547885745,1.1934122104592295
25,-0.24890096485614777,0.8160356879234314,0.5229416489601135,-0.6914974451065063,-0.23435522615909576,-0.392562747001648,0.149958610534668,0.4,0.5,-0.28,0.40773962960877985,0.5288335291520767,-0.2871761272950176,0.007137408351685609,0.004284242226207935,0.004093201626744869,0.03621400133207764,0.02363795228345883,7.694725716045347e-06,0.012796920154115127,0.03070457739163748,15.829236558820355,0.7137408351685606,0.42842422262079105,-0.40932016267449095,-3.621400133207768,-2.3637952283458836,0.00076947257160262,1.279692015411513
26,-0.24890096485614777,0.8160356879234314,0.5192440748214722,-0.7138001918792725,-0.2582666575908661,-0.39361342787742615,0.16167987883090973,0.4,0.5,-0.276,0.409086518974463,0.5262336673160308,-0.2824327612658568,0.012903988346286754,0.006577490902557215,0.00010766833750031068,0.03228001165726424,0.02030111690316888,0.0014756166032603435,0.0116372004385292,0.028498255129480607,14.389333761258456,1.2903988346286748,0.657749090255716,-0.010766833750027478,-3.2280011657264267,-2.030111690316889,0.1475616603260317,1.1637200438529196
27,-0.24176356196403503,0.8203199505805969,0.5188484191894531,-0.7277114391326905,-0.2579931914806366,-0.3925550580024719,0.16275553405284882,0.4,0.5,-0.272,0.4095212963830015,0.5260658291599061,-0.27793507327050393,0.012015269678837343,0.005794273513865411,0.0003595185134259715,0.0336780532887303,0.020046136809257653,0.002052047742646279,0.012295900984149677,0.028377942655037854,14.499219545843744,1.2015269678837335,0.5794273513865466,0.03595185134259316,-3.367805328873035,-2.0046136809257646,0.20520477426463013,1.2295900984149688
28,-0.23599697649478915,0.8226131796836854,0.5191364288330078,-0.7460802197456361,-0.27856776118278503,-0.39213782548904424,0.1733170747756958,0.4,0.5,-0.268,0.41022840114587067,0.5240901616956872,-0.2734481512811174,0.013118269382274866,0.006162582113834247,0.002019564641204896,0.0330102706624219,0.017479202271891703,0.00290426126169524,0.011390904633379662,0.026732722137993072,13.350896722330106,1.311826938227488,0.6162582113834237,0.2019564641204948,-3.3010270662421903,-1.747920227189171,0.29042612616952346,1.1390904633379673
29,-0.22974829375743866,0.8261142373085023,0.5192079544067383,-0.7613894939422607,-0.2780393362045288,-0.39050301909446716,0.17505143582820892,0.4,0.5,-0.264,0.4106225156775833,0.5238097360293853,-0.2688281267043977,0.01298391647312852,0.005877224441414475,0.0028185970019527495,0.033492213981685115,0.01722859973768265,0.003527545328872339,0.011933397599266898,0.02651513108742306,13.524631555087751,1.2983916473128516,0.5877224441414425,0.28185970019527484,-3.3492213981685137,-1.7228599737682642,0.3527545328872354,1.1933397599266902
30,-0.22287870943546295,0.8287757635116577,0.5211560130119324,-0.7790904641151428,-0.2780393362045288,-0.39050301909446716,0.17505143582820892,0.4,0.5,-0.26,0.410854077956725,0.5233057013681064,-0.26385155937148685,0.01301845774235616,0.005609553196975314,0.003601639019319758,0.033305018270428643,0.017088362373274046,0.004489249037333609,0.012633102674830865,0.025996177298635806,13.773768945593133,1.3018457742356166,0.560955319697526,0.3601639019319745,-3.330501827042865,-1.7088362373274066,0.44892490373336197,1.2633102674830858
31,-0.21676437556743622,0.83199143409729,0.522026538848877,-0.7948817014694214,-0.2952679395675659,-0.38697546720504766,0.1869848370552063,0.4,0.5,-0.256,0.41136377252251005,0.5217851284082603,-0.2596750698376932,0.012971156114819471,0.005655966855188876,0.004607206775006589,0.03343829905753737,0.014898638806230713,0.004793763370385229,0.011635362565394491,0.024844180083465544,12.847266000638115,1.2971156114819484,0.5655966855188854,0.4607206775006603,-3.3438299057537404,-1.4898638806230708,0.47937633703852295,1.1635362565394503
32,-0.20986025035381317,0.834385335445404,0.5247576236724854,-0.812395453453064,-0.2951276898384094,-0.38601377606391907,0.1876845359802246,0.4,0.5,-0.252,0.4114858426130322,0.521299342862321,-0.2547252172374374,0.012743654948353444,0.005555583998979929,0.005264500316829235,0.033229357770926504,0.014779843718012886,0.00561137111446558,0.012198893459149929,0.02435186637383835,13.155914452597585,1.2743654948353438,0.5555583998979904,0.5264500316829285,-3.3229357770926544,-1.4779843718012902,0.5611371114465573,1.2198893459149918
33,-0.2037932127714157,0.8376473784446716,0.5266337394714355,-0.8283200263977051,-0.3101665675640106,-0.38218170404434204,0.19862020015716553,0.4,0.5,-0.24800000000000003,0.411845298902224,0.5199291079366085,-0.2504635614036922,0.012555516915135928,0.005406743088960941,0.006023589393652107,0.0331459634849528,0.01295151241037873,0.005913174959886636,0.011368359919220777,0.02331414986701815,12.429102495350037,1.2555516915135938,0.5406743088960931,0.6023589393652107,-3.3145963484952765,-1.2951512410378725,0.5913174959886619,1.1368359919220785
